Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Altitude,Region,Crop
26.56,1970.67,80.63,6.52,94.18,46.14,56.68,80.19,1,Rice
22.31,1771.89,63.19,6.63,117.2,57.77,50.76,264.76,1,Rice
8.61,400.37,25.53,7.03,61.17,58.81,42.85,1858.72,0,Wheat
30.86,985.08,56.37,6.41,49.32,23.24,32.78,381.72,0,Jowar
19.14,684.35,43.09,5.5,63.79,39.78,43.56,1062.67,1,Ragi
22.48,711.7,51.77,7.47,85.54,55.81,62.51,1303.54,1,Corn
24.0,855.07,44.18,6.04,31.79,34.76,35.59,20.72,0,Jowar
21.57,854.01,42.94,5.72,54.23,59.18,39.31,1161.35,1,Ragi
17.97,602.9,36.64,7.31,87.88,48.76,49.03,1446.84,0,Wheat
27.91,1114.36,67.14,6.27,65.34,52.19,32.77,1309.54,1,Ragi
32.34,704.88,78.52,5.8,77.94,67.02,68.67,922.43,1,Corn
22.8,1428.26,71.56,7.5,92.05,69.17,47.4,1234.92,1,Corn
21.16,1302.02,59.46,5.56,98.67,45.69,40.89,590.55,1,Corn
17.82,483.66,36.89,6.62,64.27,62.75,56.04,1249.34,0,Wheat
20.87,797.68,41.61,5.7,78.84,59.02,40.98,655.83,1,Ragi
22.18,1413.74,76.7,6.54,106.43,49.21,68.72,144.69,1,Rice
34.92,1300.11,80.13,5.63,96.04,72.83,58.02,605.1,1,Rice
23.95,1304.42,74.21,6.07,73.1,67.75,44.62,347.33,1,Corn
23.86,1032.68,53.84,6.84,83.39,48.53,40.11,390.17,1,Corn
21.06,755.84,58.09,7.39,72.42,38.57,58.82,1279.06,0,Wheat
33.33,2053.83,82.99,6.16,104.27,49.31,67.59,250.27,1,Rice
19.82,1099.84,42.02,5.51,69.38,31.06,44.29,1125.71,1,Ragi
28.99,923.36,70.44,5.17,46.38,32.96,37.2,1265.95,1,Ragi
21.98,2050.97,88.3,6.32,116.58,41.49,56.15,150.12,1,Rice
22.48,900.15,55.01,6.27,59.95,34.68,49.79,85.18,0,Jowar
29.13,717.82,53.2,7.34,89.88,57.58,62.96,813.51,1,Corn
21.92,623.36,64.8,7.23,96.45,69.09,66.79,1000.13,1,Corn
32.69,503.94,60.22,7.38,51.28,45.23,32.9,100.17,0,Jowar
10.73,242.12,41.9,6.41,78.98,63.74,54.43,2753.7,0,Wheat
28.76,1770.68,71.91,6.34,86.04,47.16,74.36,566.51,1,Rice
30.86,876.42,46.29,7.46,46.73,27.19,39.83,496.48,0,Jowar
32.85,440.36,31.58,6.77,37.11,37.52,48.29,203.44,0,Jowar
23.52,691.34,40.4,6.31,39.33,20.28,40.34,238.16,0,Jowar
16.01,729.02,52.68,6.17,65.56,57.32,44.82,2941.3,0,Wheat
32.25,681.49,64.82,7.12,92.5,63.43,51.1,850.89,1,Corn
27.87,604.74,57.01,5.97,39.46,38.96,36.5,1408.74,1,Ragi
8.99,324.84,45.74,6.76,49.32,58.39,53.98,2249.42,0,Wheat
28.05,562.75,61.63,7.86,46.32,46.86,31.66,369.87,0,Jowar
26.03,1856.26,61.09,5.72,119.23,78.45,40.04,569.52,1,Rice
28.17,499.6,48.74,6.51,38.55,22.73,43.66,221.54,0,Jowar
13.27,743.18,25.45,6.72,82.89,49.72,38.83,1666.33,0,Wheat
11.46,690.25,45.09,6.17,65.21,38.69,48.31,2657.4,0,Wheat
18.9,880.73,54.88,6.77,43.34,36.23,36.85,1489.91,1,Ragi
18.92,506.76,59.47,6.28,57.85,59.03,47.16,1636.32,1,Ragi
27.72,1010.58,69.5,5.39,49.14,36.43,53.85,825.07,1,Ragi
18.25,934.66,71.61,7.29,74.54,51.38,59.75,1418.01,1,Corn
31.47,635.28,79.39,5.51,95.04,49.28,68.22,680.97,1,Corn
19.12,307.74,57.14,6.36,78.63,39.48,40.64,1477.14,0,Wheat
29.44,1475.53,67.73,7.06,89.53,49.5,56.07,1288.06,1,Corn
17.99,517.76,65.95,6.45,75.77,48.01,54.4,1116.59,1,Ragi
26.18,1155.34,60.12,5.9,77.26,38.09,39.79,1439.18,1,Ragi
24.45,974.89,33.73,7.9,33.05,26.54,21.0,348.61,0,Jowar
21.3,880.48,44.63,6.13,60.53,30.7,22.4,310.79,0,Jowar
29.77,791.95,39.64,6.91,37.17,25.93,20.32,444.61,0,Jowar
20.62,830.97,61.27,6.3,75.96,56.98,31.3,1543.68,1,Ragi
27.07,906.95,46.08,5.58,64.75,54.65,42.22,907.48,1,Ragi
16.3,704.5,38.05,6.92,58.06,41.72,31.53,2498.43,0,Wheat
8.43,688.48,55.07,6.84,73.39,52.93,46.18,2304.54,0,Wheat
24.97,1200.62,55.0,5.89,69.11,47.78,47.42,780.38,1,Corn
28.24,923.18,45.96,7.87,37.57,21.55,46.07,417.14,0,Jowar
18.35,1108.07,68.51,6.3,54.46,37.27,31.74,924.66,1,Ragi
26.98,2082.99,66.52,6.92,111.41,43.55,56.68,527.19,1,Rice
20.14,595.47,55.83,7.35,57.85,30.97,47.09,993.13,1,Ragi
20.4,280.29,40.75,6.72,90.24,54.49,45.01,864.92,0,Wheat
22.59,762.43,46.59,7.73,31.14,39.22,42.79,378.78,0,Jowar
34.44,830.02,51.54,6.68,30.43,19.91,35.6,370.79,0,Jowar
34.47,2445.36,91.81,5.82,98.8,72.29,69.81,111.98,1,Rice
20.89,1143.06,49.68,5.6,47.28,42.09,51.15,830.78,1,Ragi
17.53,491.73,40.85,6.95,67.75,45.7,30.25,1179.74,0,Wheat
23.82,1155.13,64.69,6.15,69.75,48.26,45.44,837.48,1,Ragi
32.43,1945.83,69.87,6.5,90.02,41.07,71.06,379.15,1,Rice
28.44,2328.65,77.96,6.07,91.88,48.43,70.77,234.94,1,Rice
28.85,697.91,44.28,6.13,51.11,30.27,38.91,1245.1,1,Ragi
33.62,457.86,46.23,6.39,30.63,28.58,23.13,343.12,0,Jowar
34.22,699.12,63.28,7.55,52.16,39.84,31.51,509.23,0,Jowar
25.47,994.88,64.84,6.55,32.47,41.7,34.08,55.9,0,Jowar
23.53,2176.76,77.89,5.63,82.37,67.38,42.25,486.51,1,Rice
27.77,644.66,66.41,5.66,95.56,66.82,60.55,1407.46,1,Corn
11.05,721.42,29.27,6.17,69.25,39.33,49.57,1790.2,0,Wheat
23.59,883.21,49.93,6.02,47.51,32.46,23.64,340.29,0,Jowar
31.53,759.29,63.69,6.74,56.82,21.61,31.59,478.98,0,Jowar
22.87,1145.87,52.6,6.91,45.75,45.54,61.01,1537.07,1,Ragi
31.59,609.98,76.52,5.9,98.08,50.4,53.34,1149.83,1,Corn
19.27,621.0,42.37,6.65,55.24,39.26,55.65,1783.87,0,Wheat
30.65,1762.59,63.18,6.23,80.65,75.89,49.87,392.71,1,Rice
33.19,859.28,52.38,7.67,47.66,27.64,36.36,284.37,0,Jowar
19.5,191.41,38.03,6.01,63.04,34.85,37.63,2718.75,0,Wheat
29.35,1910.13,83.15,6.76,98.06,52.39,50.67,119.73,1,Rice
18.98,1044.72,73.5,5.81,84.88,47.46,66.3,695.3,1,Corn
12.65,398.66,58.51,7.23,76.45,35.69,55.69,2399.31,0,Wheat
24.22,880.78,43.61,5.27,66.33,41.76,59.05,1103.2,1,Ragi
23.98,709.86,30.09,6.14,45.6,47.54,40.9,36.64,0,Jowar
27.01,719.7,46.7,7.12,57.85,22.77,41.97,62.8,0,Jowar
24.1,621.31,33.33,7.43,49.74,40.99,27.19,159.47,0,Jowar
7.36,415.46,29.73,7.42,86.79,41.05,51.67,1967.07,0,Wheat
29.08,1239.48,61.46,6.07,118.83,50.33,66.56,145.12,1,Rice
20.56,793.33,71.28,7.35,76.51,45.88,49.04,850.89,1,Corn
28.09,1151.48,78.71,5.88,97.5,55.78,59.79,415.7,1,Corn
29.09,1570.4,72.92,5.56,85.35,70.78,40.16,251.53,1,Rice
35.07,1554.34,80.64,6.02,112.35,46.17,79.73,281.66,1,Rice
28.68,919.83,62.59,7.27,61.89,34.66,25.16,251.43,0,Jowar
20.94,964.1,72.28,6.67,62.02,57.23,44.0,896.25,1,Corn
20.68,1183.39,40.86,6.42,42.12,33.85,42.4,1204.67,1,Ragi
25.18,2463.23,60.92,6.97,82.55,76.2,61.66,601.3,1,Rice
28.8,1076.95,78.03,7.16,94.21,60.49,49.44,345.8,1,Corn
28.4,717.06,43.62,6.37,75.94,28.91,35.94,1714.06,1,Ragi
33.99,724.79,48.43,6.28,29.98,44.27,22.59,316.6,0,Jowar
27.37,1360.25,61.55,7.26,69.05,50.11,44.87,1048.14,1,Corn
30.26,704.12,45.97,6.42,57.09,24.97,35.83,119.05,0,Jowar
31.43,588.52,57.93,6.24,35.82,29.48,31.51,166.93,0,Jowar
23.8,638.57,42.25,6.52,71.24,46.16,37.26,1404.42,1,Ragi
22.42,984.12,33.65,7.86,66.36,35.64,41.62,216.77,0,Jowar
22.93,771.89,65.24,6.23,58.57,44.51,55.2,1596.31,1,Ragi
32.38,1516.88,70.96,5.56,119.37,67.32,77.93,165.36,1,Rice
20.83,943.27,61.98,5.29,42.05,60.25,37.4,668.77,1,Ragi
24.87,1662.37,70.74,6.99,115.27,68.72,69.75,343.96,1,Rice
30.76,1693.7,87.65,5.69,92.96,44.09,76.53,521.87,1,Rice
25.06,1088.89,53.12,5.2,51.83,59.99,48.47,1457.55,1,Ragi
29.07,1989.88,72.32,5.86,93.84,70.05,40.31,66.97,1,Rice
29.85,490.76,36.62,6.91,47.59,43.45,38.57,205.52,0,Jowar
11.34,337.88,29.74,7.02,52.6,62.07,58.18,2679.01,0,Wheat
31.38,730.15,60.57,7.05,50.21,37.0,42.15,479.01,0,Jowar
17.49,309.54,45.35,6.33,87.71,62.11,48.5,2325.46,0,Wheat
22.15,700.22,57.4,6.07,45.85,33.01,45.91,1678.03,1,Ragi
34.07,427.98,50.35,7.6,52.94,30.57,24.95,452.36,0,Jowar
25.04,1090.96,56.7,5.39,69.39,48.19,52.12,1525.49,1,Ragi
24.58,682.11,56.73,6.44,56.56,54.24,37.1,1129.91,1,Ragi
5.33,435.28,27.64,6.71,66.89,45.57,31.6,1595.72,0,Wheat
27.72,745.46,58.16,7.36,48.14,48.04,26.05,509.5,0,Jowar
30.69,982.5,38.98,7.73,59.83,30.31,41.47,46.49,0,Jowar
31.96,1870.02,79.62,5.62,91.07,55.07,59.49,33.33,1,Rice
19.33,995.06,67.57,6.55,73.41,56.39,68.88,548.35,1,Corn
21.76,428.43,51.4,6.91,64.72,29.83,27.55,239.71,0,Jowar
24.68,518.58,53.01,7.19,52.22,32.95,52.86,1328.3,1,Ragi
6.36,317.9,40.07,6.38,65.22,66.07,60.03,2755.97,0,Wheat
21.48,933.9,42.6,5.22,47.11,45.7,36.58,941.49,1,Ragi
28.28,1884.94,75.4,6.52,86.69,41.93,53.05,430.14,1,Rice
28.86,748.79,47.96,7.93,57.16,41.89,44.75,93.6,0,Jowar
30.11,842.75,37.02,6.18,68.78,28.6,46.38,439.5,0,Jowar
26.71,1476.51,70.69,5.87,79.83,60.04,41.44,323.76,1,Corn
16.81,1175.08,68.47,5.4,51.29,32.55,37.7,1574.58,1,Ragi
14.6,842.36,40.11,6.39,75.3,58.03,45.2,1139.65,1,Ragi
24.52,1470.09,60.97,6.24,67.5,43.23,62.01,1222.0,1,Corn
16.76,703.53,66.73,5.81,77.32,43.09,33.91,1654.68,1,Ragi
10.27,534.74,38.13,6.19,89.92,60.97,33.8,2394.11,0,Wheat
31.72,2229.52,69.1,6.65,97.67,67.26,67.31,341.17,1,Rice
30.08,1895.69,83.08,5.65,109.97,61.34,78.21,201.98,1,Rice
27.14,898.52,55.58,6.22,69.68,41.85,64.11,1315.74,1,Corn
18.09,1130.89,76.43,6.84,99.03,41.72,66.92,1275.18,1,Corn
18.72,680.58,49.77,6.71,87.57,53.08,65.95,2615.56,0,Wheat
26.19,950.2,56.2,7.09,51.62,30.73,35.91,330.62,0,Jowar
31.11,533.69,42.38,6.96,44.06,43.2,30.43,74.61,0,Jowar
16.83,655.96,54.26,7.2,78.56,46.23,65.27,2060.42,0,Wheat
23.94,1621.64,82.1,6.21,95.0,55.76,58.36,470.79,1,Rice
21.89,780.26,56.47,7.55,67.17,32.92,49.23,439.1,0,Jowar
31.35,416.94,64.23,7.65,67.43,21.31,48.86,413.35,0,Jowar
6.29,715.76,46.67,6.58,52.87,54.13,41.9,1833.2,0,Wheat
6.14,746.78,33.51,6.85,76.62,36.47,64.73,1879.58,0,Wheat
23.12,629.3,42.78,7.27,72.41,52.53,31.19,1609.75,1,Ragi
33.65,2262.41,84.44,5.98,84.34,56.85,47.68,424.32,1,Rice
34.26,2489.0,81.14,6.97,102.46,50.17,57.27,354.0,1,Rice
28.88,768.71,63.02,7.26,74.56,35.96,59.17,1056.78,1,Ragi
20.75,281.33,31.9,6.36,86.93,56.19,57.38,1027.88,0,Wheat
12.19,259.14,29.53,7.22,84.83,37.81,33.57,913.5,0,Wheat
6.78,483.76,35.05,6.6,87.52,34.29,47.74,1005.62,0,Wheat
5.57,215.69,55.18,7.24,62.73,50.9,46.4,2920.41,0,Wheat
16.8,943.06,43.65,5.17,76.27,35.64,54.57,1252.87,1,Ragi
15.76,494.34,54.03,7.17,71.21,60.58,56.96,2519.59,0,Wheat
23.45,605.13,56.48,6.21,64.54,42.95,43.27,63.91,0,Jowar
21.62,861.21,53.39,5.09,54.8,36.24,33.88,1757.29,1,Ragi
31.16,2087.4,66.87,6.5,96.35,66.45,44.66,398.67,1,Rice
27.31,900.36,65.98,7.17,94.85,44.49,49.86,699.04,1,Corn
33.15,896.93,31.62,6.2,32.64,30.5,35.73,270.71,0,Jowar
22.69,1563.2,87.3,5.86,85.87,59.63,79.47,145.72,1,Rice
18.69,1461.57,58.25,7.24,75.45,43.51,42.35,487.16,1,Corn
22.12,538.47,31.6,6.88,41.96,46.66,38.71,312.67,0,Jowar
18.89,701.55,30.52,6.71,78.61,56.59,56.96,1296.96,0,Wheat
27.98,475.16,54.92,6.8,56.91,30.9,57.51,1204.99,1,Ragi
18.64,1280.82,62.91,7.5,64.11,65.81,54.54,1294.03,1,Corn
20.41,1010.8,49.82,7.27,45.43,35.6,45.04,700.78,1,Ragi
14.15,214.55,30.67,6.97,78.86,50.51,35.14,1781.11,0,Wheat
27.6,941.88,61.03,6.44,61.4,30.95,31.16,170.51,0,Jowar
19.36,633.97,54.14,6.3,85.69,41.37,30.56,2656.35,0,Wheat
23.14,1410.01,52.37,7.47,85.04,45.76,60.63,1218.66,1,Corn
24.44,450.92,39.09,7.65,68.55,34.37,19.85,65.58,0,Jowar
18.14,732.36,56.41,7.2,67.31,65.02,43.94,2211.54,0,Wheat
27.29,2369.05,70.63,6.93,82.53,66.79,59.06,225.65,1,Rice
27.26,879.9,48.56,5.16,46.82,57.07,50.8,902.03,1,Ragi
19.77,664.45,27.89,7.33,68.79,55.98,34.85,2275.05,0,Wheat
27.01,2281.8,79.88,6.53,115.75,58.39,79.16,345.36,1,Rice
22.11,2403.24,72.67,6.94,118.28,73.94,51.6,229.27,1,Rice
11.84,214.05,44.58,7.1,65.03,43.71,32.09,1234.28,0,Wheat
28.49,670.34,69.5,6.77,75.13,48.15,54.85,634.08,1,Ragi
15.78,774.46,52.82,7.09,56.82,59.66,47.4,2746.44,0,Wheat
28.77,1144.51,63.16,5.91,72.05,67.92,54.72,772.06,1,Corn
24.67,1238.99,77.92,6.32,110.47,76.74,44.31,450.2,1,Rice
30.57,1271.29,71.86,6.46,101.06,74.88,66.97,103.96,1,Rice
16.75,648.1,65.88,5.03,69.21,43.61,42.8,602.53,1,Ragi
26.99,825.16,43.89,6.33,46.4,37.72,48.76,37.54,0,Jowar
25.03,780.03,75.82,5.65,76.7,64.77,57.76,643.64,1,Corn
27.18,933.51,63.11,6.48,55.93,58.31,45.81,1321.85,1,Ragi
8.51,293.81,26.3,6.37,81.55,38.79,55.91,1358.11,0,Wheat
5.54,630.35,29.6,7.34,62.99,52.32,36.74,1317.2,0,Wheat
22.72,1087.51,60.24,5.86,77.9,57.68,36.6,650.49,1,Ragi
6.95,291.11,59.53,6.89,70.88,48.64,37.86,2384.4,0,Wheat
18.29,980.27,48.7,6.83,73.07,51.53,49.77,1684.29,1,Ragi
12.32,261.87,52.35,6.83,84.96,46.61,62.21,2754.75,0,Wheat
19.55,854.4,57.67,6.69,91.5,62.06,47.09,586.56,1,Corn
19.81,531.22,53.05,6.44,49.3,45.93,40.1,190.23,0,Jowar
20.42,853.25,55.12,7.02,87.15,58.15,50.71,1381.83,1,Corn
27.98,1125.62,61.21,6.93,82.59,54.81,56.07,1070.91,1,Corn
7.23,186.22,29.93,7.23,49.27,37.1,55.44,2078.83,0,Wheat
26.17,899.4,74.2,6.37,87.37,41.74,50.75,1468.62,1,Corn
15.99,615.94,53.66,7.01,63.77,43.6,61.84,842.05,0,Wheat
23.04,817.94,43.86,6.84,49.06,31.23,23.21,156.76,0,Jowar
8.18,411.26,33.25,6.55,59.82,50.68,58.34,2534.6,0,Wheat
26.71,2086.57,70.78,6.15,88.19,54.05,48.21,35.15,1,Rice
33.45,790.96,31.53,7.42,48.34,38.05,40.55,185.91,0,Jowar
33.92,836.3,45.74,7.13,57.28,37.48,46.08,175.6,0,Jowar
24.34,827.93,63.06,6.85,63.04,36.04,23.78,335.95,0,Jowar
15.42,325.48,24.74,7.18,68.09,39.7,32.53,927.61,0,Wheat
28.29,580.8,34.61,7.42,56.4,31.62,48.93,15.14,0,Jowar
27.17,736.69,41.55,6.07,40.65,29.69,34.54,97.84,0,Jowar
25.4,1270.07,75.73,6.9,81.26,44.68,57.88,558.25,1,Rice
16.69,507.18,39.58,7.18,58.16,59.86,48.58,2129.64,0,Wheat
8.69,609.86,42.3,7.0,59.35,50.01,44.59,2103.83,0,Wheat
21.96,1161.6,51.21,5.16,49.45,43.42,37.44,608.83,1,Ragi
30.93,584.59,57.56,6.85,47.65,35.08,41.08,133.64,0,Jowar
17.81,1036.14,52.52,6.99,70.31,52.82,42.12,639.1,1,Corn
9.32,331.13,42.58,6.47,55.5,45.42,60.15,2050.8,0,Wheat
24.47,2396.3,72.94,6.09,101.32,42.26,47.03,446.6,1,Rice
17.66,1133.89,62.57,6.6,94.22,67.93,57.86,1205.17,1,Corn
19.03,1282.06,52.56,7.54,97.15,50.42,49.22,772.68,1,Corn
18.77,1113.28,42.12,7.15,60.22,37.73,35.22,1756.04,1,Ragi
5.95,636.87,24.51,7.41,69.38,63.58,31.21,2075.55,0,Wheat
35.1,959.4,35.37,7.67,47.77,50.64,35.08,286.07,0,Jowar
28.1,1662.29,77.66,5.62,119.2,79.6,68.07,323.12,1,Rice
21.96,2136.79,78.89,6.18,112.23,71.2,62.39,510.7,1,Rice
17.28,910.37,44.2,7.41,57.4,44.73,37.09,1162.01,1,Ragi
19.97,650.18,36.17,7.4,52.84,63.5,38.45,818.53,0,Wheat
32.16,1314.49,77.33,6.21,105.21,42.27,62.88,333.69,1,Rice
16.42,766.08,50.94,6.81,87.41,46.81,49.71,2112.09,0,Wheat
21.93,984.23,60.33,7.78,65.37,36.19,39.34,272.11,0,Jowar
9.87,175.18,35.7,7.28,74.77,33.19,48.79,2743.94,0,Wheat
32.44,1312.75,71.58,5.7,115.76,65.76,54.06,46.38,1,Rice
27.27,895.96,60.44,6.49,46.24,34.97,46.97,484.31,0,Jowar
21.17,795.31,42.02,6.7,75.91,49.52,52.27,2723.54,0,Wheat
35.09,731.83,34.54,7.67,40.95,43.9,49.3,354.24,0,Jowar
14.91,680.27,52.35,6.51,72.58,34.94,32.82,1746.72,1,Ragi
29.32,1197.38,78.29,6.85,103.32,74.16,68.17,64.44,1,Rice
25.27,1155.13,53.66,6.29,98.96,58.48,51.13,1058.74,1,Corn
25.97,580.52,60.41,7.5,64.41,34.92,23.99,348.77,0,Jowar
18.18,480.26,48.45,7.08,58.42,59.5,44.95,1250.94,0,Wheat
20.19,787.62,44.08,6.35,60.86,42.89,33.41,137.37,0,Jowar
24.57,1489.28,56.27,5.64,94.82,66.35,54.46,920.0,1,Corn
21.21,439.54,27.51,6.59,56.19,38.29,51.87,950.73,0,Wheat
27.25,660.82,59.38,6.01,63.56,33.04,30.32,1689.63,1,Ragi
25.76,2378.13,88.09,5.98,93.44,59.74,77.16,520.89,1,Rice
11.53,614.22,56.45,6.98,67.86,56.6,51.76,926.65,0,Wheat
35.26,1593.7,89.77,6.11,96.83,54.55,62.59,101.87,1,Rice
13.53,557.76,31.3,6.4,75.02,45.99,59.63,1549.26,0,Wheat
19.0,768.41,63.07,7.4,89.18,65.82,48.89,1479.19,1,Corn
22.29,1013.99,55.61,6.77,80.03,43.12,45.95,875.74,1,Corn
26.41,2278.78,72.99,5.87,104.78,68.33,46.74,101.19,1,Rice
19.57,1040.53,42.02,6.19,38.97,29.79,44.87,1255.79,1,Ragi
18.63,1187.91,51.5,6.83,67.11,36.18,36.98,935.69,1,Ragi
18.57,355.8,34.61,6.48,74.85,36.63,34.27,2299.69,0,Wheat
6.53,674.39,52.93,7.03,62.9,47.96,34.68,1845.66,0,Wheat
18.99,545.01,49.52,5.2,68.44,57.51,57.62,1623.27,1,Ragi
21.05,470.74,55.91,6.28,52.78,58.75,33.9,2987.54,0,Wheat
33.58,519.22,47.12,6.86,59.48,28.82,40.53,451.95,0,Jowar
23.71,631.68,48.32,5.5,50.26,39.45,46.91,1308.16,1,Ragi
19.75,545.95,44.26,7.39,83.35,62.99,38.81,1965.31,0,Wheat
28.37,1010.67,51.66,7.83,58.35,35.8,47.18,251.09,0,Jowar
29.0,2362.39,88.37,6.17,93.09,65.04,77.84,139.87,1,Rice
6.5,190.09,27.77,6.41,70.61,31.26,33.79,1188.61,0,Wheat
6.66,617.06,32.05,6.25,63.47,52.29,37.62,1198.31,0,Wheat
19.5,1057.97,66.75,5.42,52.93,56.55,30.54,697.72,1,Ragi
20.49,847.45,63.06,7.33,48.16,21.75,48.0,239.14,0,Jowar
16.47,305.92,35.02,6.61,62.16,38.62,58.83,2210.54,0,Wheat
17.84,1156.67,69.1,5.93,76.63,46.15,37.89,1440.9,1,Ragi
19.42,719.22,68.28,6.55,62.51,41.8,40.59,1176.71,1,Corn
21.42,726.48,45.26,5.41,58.74,48.82,33.37,1737.01,1,Ragi
29.53,624.35,56.08,6.82,75.74,69.95,60.44,1452.59,1,Corn
28.47,2489.5,84.11,6.41,91.78,64.65,60.77,252.54,1,Rice
22.2,613.08,43.84,7.03,67.47,46.43,24.24,88.45,0,Jowar
29.32,609.06,74.23,5.76,94.28,61.1,44.15,971.08,1,Corn
15.72,552.7,58.1,7.08,54.45,41.41,48.81,938.25,1,Ragi
24.45,2229.77,79.92,6.25,102.45,68.93,49.3,599.38,1,Rice
19.91,606.11,66.16,5.93,67.74,45.0,36.85,1330.82,1,Ragi
29.13,1346.68,75.19,6.81,79.52,66.74,68.58,336.53,1,Corn
26.28,999.81,38.5,7.24,48.21,22.72,35.23,357.01,0,Jowar
34.64,1978.43,77.27,6.62,112.17,66.06,44.92,200.95,1,Rice
19.83,184.06,31.53,7.21,75.25,60.25,30.95,2102.8,0,Wheat
25.48,582.63,53.34,6.57,52.53,21.61,25.37,200.01,0,Jowar
29.12,1992.39,61.16,6.49,88.19,67.57,71.91,472.46,1,Rice
22.25,1599.21,79.87,6.98,114.59,41.42,76.42,474.65,1,Rice
17.17,784.48,50.3,7.51,78.37,31.78,59.53,1431.99,0,Wheat
20.39,1118.93,69.68,7.25,71.46,39.59,39.71,1768.66,1,Ragi
30.85,1822.57,61.33,5.8,105.68,41.94,72.94,286.05,1,Rice
30.36,1066.84,66.4,7.41,83.27,39.31,60.1,1370.45,1,Corn
25.96,1938.38,80.86,6.82,105.74,70.64,46.6,278.86,1,Rice
30.16,893.15,65.04,7.28,63.56,67.64,47.54,1123.94,1,Corn
24.63,801.11,35.72,7.38,35.4,32.95,27.6,376.03,0,Jowar
34.46,1623.88,74.12,5.78,103.92,50.88,47.94,306.51,1,Rice
30.73,1121.97,71.06,6.2,83.77,54.03,60.38,366.8,1,Corn
21.74,272.47,43.0,6.66,63.91,53.17,35.17,2382.44,0,Wheat
5.59,238.79,27.58,7.1,70.4,43.14,33.93,2413.26,0,Wheat
9.53,411.44,37.49,7.46,82.75,46.59,37.53,2589.62,0,Wheat
9.14,515.74,38.01,7.18,76.04,47.42,58.03,1324.91,0,Wheat
19.1,509.34,52.77,6.14,63.52,24.56,24.25,71.84,0,Jowar
19.71,473.36,25.27,6.61,57.67,51.98,53.91,1873.86,0,Wheat
25.78,1342.5,65.14,7.33,85.13,65.21,44.45,1326.43,1,Corn
23.03,1795.93,69.12,6.73,82.16,56.67,58.26,434.24,1,Rice
5.19,625.36,40.06,7.17,86.47,50.66,36.24,2517.72,0,Wheat
32.09,851.87,50.4,6.66,39.77,23.17,34.81,287.79,0,Jowar
26.23,897.3,67.04,5.8,98.86,67.87,46.74,722.5,1,Corn
24.43,1506.19,84.52,6.31,99.43,43.59,73.4,423.65,1,Rice
20.94,654.8,40.13,7.18,77.93,39.79,39.69,603.9,1,Ragi
22.21,2458.67,84.86,5.82,87.11,47.23,52.06,313.75,1,Rice
26.51,2145.75,62.14,5.98,101.85,71.81,52.93,377.31,1,Rice
25.12,1194.72,62.24,7.34,61.92,34.33,46.67,760.48,1,Ragi
17.38,204.01,55.53,6.14,55.22,55.44,60.01,1977.32,0,Wheat
28.61,606.99,49.83,6.67,32.8,49.42,23.45,32.5,0,Jowar
5.31,499.86,31.37,7.12,74.87,61.81,56.89,1192.53,0,Wheat
17.4,801.63,50.54,6.65,78.91,65.61,55.49,2482.03,0,Wheat
22.07,377.02,57.81,7.51,74.72,31.65,33.34,1864.35,0,Wheat
21.88,630.82,74.7,6.05,91.98,48.73,45.91,1469.51,1,Corn
23.86,1175.9,55.1,6.61,98.93,55.33,67.61,786.63,1,Corn
25.19,1345.6,53.64,5.66,67.16,63.61,62.4,984.82,1,Corn
18.53,1218.45,74.64,7.18,86.65,68.3,55.01,1393.34,1,Corn
13.05,736.27,57.78,7.37,59.49,37.47,39.75,1764.18,0,Wheat
28.03,543.04,62.6,5.87,60.01,58.44,40.54,1164.18,1,Ragi
26.45,714.6,60.08,6.63,67.93,64.32,69.46,560.68,1,Corn
24.97,667.92,52.76,6.99,54.99,36.45,42.32,354.18,0,Jowar
4.94,478.23,27.03,7.45,72.14,38.05,48.8,959.85,0,Wheat
18.23,617.58,52.1,5.6,88.37,53.2,48.92,788.37,1,Corn
20.78,561.11,59.17,6.21,72.98,58.1,48.56,1001.98,0,Wheat
14.98,490.81,35.42,6.83,76.48,30.74,46.11,924.93,0,Wheat
20.72,696.93,36.13,6.89,87.27,41.68,59.15,825.38,0,Wheat
24.72,607.11,52.9,6.0,68.02,58.01,38.36,1184.89,1,Corn
22.63,838.9,58.64,7.36,63.02,46.09,31.4,674.36,1,Ragi
17.61,598.15,54.01,7.03,71.44,38.35,56.09,1842.09,0,Wheat
31.16,1425.94,71.78,7.28,73.26,51.75,58.72,1051.48,1,Corn
12.16,495.13,41.36,7.47,52.24,63.57,50.65,2553.43,0,Wheat
17.77,231.62,56.72,6.06,68.34,54.75,43.21,1272.35,0,Wheat
23.2,1915.24,81.65,5.76,111.78,63.72,78.46,29.15,1,Rice
24.09,664.59,63.48,7.03,78.21,44.42,43.02,1497.84,1,Ragi
28.12,891.17,66.48,6.89,77.29,65.91,63.44,380.5,1,Corn
29.17,771.28,69.92,5.7,99.34,49.73,47.77,464.75,1,Corn
15.77,978.84,66.81,5.65,53.63,46.27,55.66,1722.33,1,Ragi
25.54,641.1,70.33,5.59,91.85,64.19,46.56,682.82,1,Corn
32.39,981.02,61.1,6.78,94.73,69.24,65.23,823.4,1,Corn
